TransactionID,CustomerID,Date,ProductID,Price_x,Qty,TotalAmount,StoreID,Age,Gender,Marital Status,Income,Product Name,Price_y,StoreName,GroupStore,Type,Latitude,Longitude,Cluster
TR43136,330,2022-06-26,P7,9400,5,47000,7,61,1,Married,7.0,Coffee Candy,9400,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR44183,105,2022-06-26,P5,4200,4,16800,6,61,0,Married,7.54,Thai Tea,4200,Lingga,Lingga,Modern Trade,5.135399,119.42379,1
TR4732,231,2022-06-26,P4,12000,4,48000,12,51,1,Married,16.59,Potato Chip,12000,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,1
TR57125,353,2022-06-26,P9,10000,3,30000,12,25,0,Single,1.32,Yoghurt,10000,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,0
TR61555,285,2022-06-26,P10,15000,1,15000,10,20,0,Single,0.0,Cheese Stick,15000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,0
TR74178,92,2022-06-26,P5,4200,4,16800,5,60,0,Married,10.72,Thai Tea,4200,Bonafid,Gita,General Trade,7.250445,112.768845,1
TR77285,238,2022-06-26,P2,3200,7,22400,9,26,0,Single,6.61,Ginger Candy ,3200,Lingga,Lingga,Modern Trade,3.654703,128.190643,0
TR77373,191,2022-06-26,P1,8800,6,52800,4,35,1,Married,8.3,Choco Bar,8800,Gita Ginara,Gita,General Trade,6.966667,110.416664,2
TR1203,417,2022-06-27,P9,10000,7,70000,1,47,1,Married,12.75,Yoghurt,10000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,1
TR13021,42,2022-06-27,P3,7500,4,30000,10,60,0,Married,10.28,Crackers,7500,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,1
TR17185,209,2022-06-27,P1,8800,3,26400,13,47,0,Single,2.55,Choco Bar,8800,Buana,Buana,General Trade,1.26916,116.825264,2
TR42701,377,2022-06-27,P5,4200,3,12600,2,53,0,Single,10.39,Thai Tea,4200,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,1
TR43661,204,2022-06-27,P2,3200,5,16000,7,53,0,Married,9.46,Ginger Candy ,3200,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR57301,141,2022-06-27,P1,8800,3,26400,12,65,1,Married,9.94,Choco Bar,8800,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,1
TR60853,91,2022-06-27,P4,12000,5,60000,14,59,0,Married,9.85,Potato Chip,12000,Priangan,Priangan,Modern Trade,5.45,105.26667,1
TR62432,331,2022-06-27,P4,12000,1,12000,7,54,0,Married,16.19,Potato Chip,12000,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR64572,262,2022-06-27,P4,12000,3,36000,11,34,1,Married,5.61,Potato Chip,12000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,2
TR67368,170,2022-06-27,P8,16000,1,16000,6,36,0,Married,7.55,Oat,16000,Lingga,Lingga,Modern Trade,5.135399,119.42379,2
TR70430,132,2022-06-27,P9,10000,7,70000,12,41,0,Married,17.69,Yoghurt,10000,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,2
TR72548,275,2022-06-27,P7,9400,5,47000,14,41,0,Married,15.33,Coffee Candy,9400,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR72720,6,2022-06-27,P4,12000,3,36000,12,23,0,Married,2.33,Potato Chip,12000,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,0
TR86196,282,2022-06-27,P10,15000,3,45000,3,55,0,Married,11.38,Cheese Stick,15000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR96799,129,2022-06-27,P10,15000,5,75000,9,35,1,Single,10.46,Cheese Stick,15000,Lingga,Lingga,Modern Trade,3.654703,128.190643,2
TR98043,385,2022-06-27,P2,3200,7,22400,11,41,1,Married,15.84,Ginger Candy ,3200,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,2
TR16709,325,2022-06-28,P3,7500,1,7500,8,37,0,Single,3.25,Crackers,7500,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,2
TR19486,229,2022-06-28,P7,9400,3,28200,6,32,0,Married,10.17,Coffee Candy,9400,Lingga,Lingga,Modern Trade,5.135399,119.42379,2
TR19961,338,2022-06-28,P6,18000,1,18000,14,46,1,Married,5.12,Cashew,18000,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR238,196,2022-06-28,P8,16000,1,16000,3,34,0,Married,3.17,Oat,16000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR37278,274,2022-06-28,P1,8800,3,26400,11,48,0,Married,11.99,Choco Bar,8800,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,1
TR39399,423,2022-06-28,P1,8800,4,35200,14,22,0,Married,3.55,Choco Bar,8800,Priangan,Priangan,Modern Trade,5.45,105.26667,0
TR49358,108,2022-06-28,P5,4200,2,8400,5,25,0,Single,6.87,Thai Tea,4200,Bonafid,Gita,General Trade,7.250445,112.768845,0
TR62976,30,2022-06-28,P2,3200,5,16000,10,37,1,Single,2.26,Ginger Candy ,3200,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,2
TR63083,344,2022-06-28,P9,10000,1,10000,12,47,1,Married,5.63,Yoghurt,10000,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,2
TR6685,159,2022-06-28,P8,16000,1,16000,10,53,1,Married,13.65,Oat,16000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,1
TR68225,423,2022-06-28,P9,10000,5,50000,4,22,0,Married,3.55,Yoghurt,10000,Gita Ginara,Gita,General Trade,6.966667,110.416664,0
TR84116,160,2022-06-28,P2,3200,7,22400,12,48,1,Married,12.57,Ginger Candy ,3200,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,1
TR98640,407,2022-06-28,P10,15000,5,75000,9,53,1,Married,9.27,Cheese Stick,15000,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR99591,22,2022-06-28,P6,18000,3,54000,10,34,0,Single,9.91,Cashew,18000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,2
TR17593,362,2022-06-29,P5,4200,3,12600,7,25,0,Single,7.47,Thai Tea,4200,Buana Indah,Buana,General Trade,3.316694,114.590111,0
TR21396,429,2022-06-29,P4,12000,4,48000,2,37,1,Married,8.97,Potato Chip,12000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR24709,245,2022-06-29,P9,10000,4,40000,5,26,1,Married,4.58,Yoghurt,10000,Bonafid,Gita,General Trade,7.250445,112.768845,0
TR39547,414,2022-06-29,P9,10000,4,40000,14,21,1,Single,0.74,Yoghurt,10000,Priangan,Priangan,Modern Trade,5.45,105.26667,0
TR53622,87,2022-06-29,P1,8800,10,88000,5,44,1,Married,9.57,Choco Bar,8800,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR54358,31,2022-06-29,P1,8800,2,17600,1,38,0,Married,9.61,Choco Bar,8800,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR58644,33,2022-06-29,P9,10000,7,70000,6,53,0,Married,17.11,Yoghurt,10000,Lingga,Lingga,Modern Trade,5.135399,119.42379,1
TR65558,95,2022-06-29,P4,12000,2,24000,13,52,0,Married,17.42,Potato Chip,12000,Buana,Buana,General Trade,1.26916,116.825264,1
TR97919,401,2022-06-29,P3,7500,4,30000,2,45,0,Married,4.08,Crackers,7500,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR15114,49,2022-06-30,P4,12000,3,36000,8,44,1,Married,13.48,Potato Chip,12000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,2
TR28535,298,2022-06-30,P4,12000,2,24000,7,38,1,Married,8.99,Potato Chip,12000,Buana Indah,Buana,General Trade,3.316694,114.590111,2
TR29538,377,2022-06-30,P5,4200,2,8400,3,53,0,Single,10.39,Thai Tea,4200,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR35997,83,2022-06-30,P6,18000,1,18000,12,34,1,Married,10.88,Cashew,18000,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,2
TR37281,44,2022-06-30,P10,15000,3,45000,6,40,0,Married,10.65,Cheese Stick,15000,Lingga,Lingga,Modern Trade,5.135399,119.42379,2
TR46876,108,2022-06-30,P7,9400,6,56400,13,25,0,Single,6.87,Coffee Candy,9400,Buana,Buana,General Trade,1.26916,116.825264,0
TR49903,439,2022-06-30,P5,4200,4,16800,8,35,0,Single,12.34,Thai Tea,4200,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,2
TR63810,44,2022-06-30,P5,4200,4,16800,4,40,0,Married,10.65,Thai Tea,4200,Gita Ginara,Gita,General Trade,6.966667,110.416664,2
TR76052,262,2022-06-30,P8,16000,2,32000,3,34,1,Married,5.61,Oat,16000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR13063,242,2022-07-01,P5,4200,3,12600,10,56,1,Married,6.98,Thai Tea,4200,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,1
TR13980,306,2022-07-01,P5,4200,2,8400,12,49,0,Married,16.52,Thai Tea,4200,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,1
TR14209,109,2022-07-01,P7,9400,3,28200,5,35,1,Married,10.04,Coffee Candy,9400,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR15338,168,2022-07-01,P9,10000,7,70000,10,27,0,Married,4.88,Yoghurt,10000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,0
TR18491,122,2022-07-01,P8,16000,1,16000,12,26,1,Single,0.14,Oat,16000,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,0
TR20122,396,2022-07-01,P3,7500,3,22500,2,36,1,Married,9.18,Crackers,7500,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR26498,14,2022-07-01,P9,10000,5,50000,10,58,1,Married,10.18,Yoghurt,10000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,1
TR27011,390,2022-07-01,P3,7500,4,30000,5,20,1,Single,3.7,Crackers,7500,Bonafid,Gita,General Trade,7.250445,112.768845,0
TR35672,63,2022-07-01,P10,15000,3,45000,11,58,0,Married,10.78,Cheese Stick,15000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,1
TR36833,41,2022-07-01,P3,7500,2,15000,14,51,0,Married,16.42,Crackers,7500,Priangan,Priangan,Modern Trade,5.45,105.26667,1
TR4110,445,2022-07-01,P2,3200,7,22400,1,51,0,Married,14.48,Ginger Candy ,3200,Prima Tendean,Prima,Modern Trade,6.2,106.816666,1
TR43466,118,2022-07-01,P8,16000,1,16000,13,20,1,Single,3.28,Oat,16000,Buana,Buana,General Trade,1.26916,116.825264,0
TR44592,238,2022-07-01,P4,12000,3,36000,8,26,0,Single,6.61,Potato Chip,12000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,0
TR46432,335,2022-07-01,P3,7500,1,7500,9,29,1,Single,4.74,Crackers,7500,Lingga,Lingga,Modern Trade,3.654703,128.190643,0
TR5410,94,2022-07-01,P2,3200,7,22400,3,53,0,Married,12.94,Ginger Candy ,3200,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR60066,251,2022-07-01,P10,15000,4,60000,7,45,1,Married,3.38,Cheese Stick,15000,Buana Indah,Buana,General Trade,3.316694,114.590111,2
TR60222,206,2022-07-01,P9,10000,5,50000,5,68,0,Married,8.3,Yoghurt,10000,Bonafid,Gita,General Trade,7.250445,112.768845,1
TR60228,1,2022-07-01,P3,7500,5,37500,9,55,1,Married,5.12,Crackers,7500,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR68742,214,2022-07-01,P2,3200,7,22400,11,52,0,Married,13.14,Ginger Candy ,3200,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,1
TR71131,87,2022-07-01,P9,10000,5,50000,8,44,1,Married,9.57,Yoghurt,10000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,2
TR72787,293,2022-07-01,P8,16000,1,16000,2,54,0,Married,10.4,Oat,16000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,1
TR77432,431,2022-07-01,P7,9400,2,18800,11,40,1,Married,9.51,Coffee Candy,9400,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,2
TR79479,107,2022-07-01,P7,9400,5,47000,7,38,1,Married,9.85,Coffee Candy,9400,Buana Indah,Buana,General Trade,3.316694,114.590111,2
TR88599,438,2022-07-01,P10,15000,1,15000,3,36,1,Single,5.43,Cheese Stick,15000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR92085,378,2022-07-01,P10,15000,1,15000,14,54,0,Married,14.66,Cheese Stick,15000,Priangan,Priangan,Modern Trade,5.45,105.26667,1
TR9874,348,2022-07-01,P9,10000,7,70000,1,29,1,Married,4.64,Yoghurt,10000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,0
TR98897,233,2022-07-01,P6,18000,4,72000,11,43,1,Married,5.69,Cashew,18000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,2
TR17337,155,2022-07-02,P4,12000,1,12000,10,40,0,Married,7.17,Potato Chip,12000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,2
TR18471,17,2022-07-02,P9,10000,1,10000,5,35,0,Married,3.14,Yoghurt,10000,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR19616,302,2022-07-02,P8,16000,3,48000,2,51,0,Married,15.43,Oat,16000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,1
TR34452,218,2022-07-02,P7,9400,5,47000,12,29,0,Married,3.52,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,0
TR35601,356,2022-07-02,P10,15000,3,45000,9,56,0,Married,13.25,Cheese Stick,15000,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR37048,281,2022-07-02,P3,7500,2,15000,13,35,0,Married,3.03,Crackers,7500,Buana,Buana,General Trade,1.26916,116.825264,2
TR42480,310,2022-07-02,P3,7500,6,45000,10,23,0,Married,4.17,Crackers,7500,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,0
TR43486,125,2022-07-02,P5,4200,4,16800,7,55,1,Married,12.75,Thai Tea,4200,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR46328,172,2022-07-02,P4,12000,5,60000,1,57,1,Married,8.96,Potato Chip,12000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,1
TR61763,380,2022-07-02,P9,10000,3,30000,10,40,0,Married,5.77,Yoghurt,10000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,2
TR82925,325,2022-07-02,P5,4200,3,12600,1,37,0,Single,3.25,Thai Tea,4200,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR85800,149,2022-07-02,P3,7500,1,7500,7,61,1,Married,3.96,Crackers,7500,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR89488,92,2022-07-02,P5,4200,4,16800,14,60,0,Married,10.72,Thai Tea,4200,Priangan,Priangan,Modern Trade,5.45,105.26667,1
TR91570,52,2022-07-02,P1,8800,9,79200,9,37,0,Married,3.73,Choco Bar,8800,Lingga,Lingga,Modern Trade,3.654703,128.190643,2
TR10947,174,2022-07-03,P9,10000,4,40000,13,45,1,Married,17.34,Yoghurt,10000,Buana,Buana,General Trade,1.26916,116.825264,1
TR1281,81,2022-07-03,P9,10000,1,10000,13,44,0,Married,19.49,Yoghurt,10000,Buana,Buana,General Trade,1.26916,116.825264,2
TR13665,142,2022-07-03,P2,3200,6,19200,14,23,1,Single,1.58,Ginger Candy ,3200,Priangan,Priangan,Modern Trade,5.45,105.26667,0
TR16195,220,2022-07-03,P6,18000,3,54000,7,45,0,Married,16.35,Cashew,18000,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR20979,270,2022-07-03,P10,15000,5,75000,14,49,1,Married,8.81,Cheese Stick,15000,Priangan,Priangan,Modern Trade,5.45,105.26667,1
TR225,400,2022-07-03,P5,4200,2,8400,7,23,1,Single,2.79,Thai Tea,4200,Buana Indah,Buana,General Trade,3.316694,114.590111,0
TR2611,360,2022-07-03,P8,16000,1,16000,9,54,0,Married,35.78,Oat,16000,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR31751,108,2022-07-03,P7,9400,2,18800,13,25,0,Single,6.87,Coffee Candy,9400,Buana,Buana,General Trade,1.26916,116.825264,0
TR40115,299,2022-07-03,P7,9400,6,56400,1,37,1,Married,4.54,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR456,393,2022-07-03,P9,10000,5,50000,2,22,0,Single,0.0,Yoghurt,10000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,0
TR49304,72,2022-07-03,P3,7500,4,30000,8,26,0,Single,1.81,Crackers,7500,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,0
TR63644,149,2022-07-03,P7,9400,5,47000,12,61,1,Married,3.96,Coffee Candy,9400,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,1
TR66398,390,2022-07-03,P3,7500,1,7500,8,20,1,Single,3.7,Crackers,7500,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,0
TR71129,7,2022-07-03,P9,10000,2,20000,11,31,0,Married,4.57,Yoghurt,10000,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,0
TR71642,233,2022-07-03,P1,8800,4,35200,11,43,1,Married,5.69,Choco Bar,8800,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,2
TR96325,13,2022-07-03,P5,4200,5,21000,12,23,0,Single,2.03,Thai Tea,4200,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,0
TR18804,217,2022-07-04,P2,3200,7,22400,7,39,1,Single,6.96,Ginger Candy ,3200,Buana Indah,Buana,General Trade,3.316694,114.590111,2
TR18916,39,2022-07-04,P9,10000,7,70000,1,66,1,Married,6.19,Yoghurt,10000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,1
TR2485,384,2022-07-04,P3,7500,6,45000,13,59,1,Married,4.42,Crackers,7500,Buana,Buana,General Trade,1.26916,116.825264,1
TR3208,259,2022-07-04,P7,9400,6,56400,6,59,1,Married,4.44,Coffee Candy,9400,Lingga,Lingga,Modern Trade,5.135399,119.42379,1
TR54646,112,2022-07-04,P10,15000,5,75000,5,31,1,Married,4.44,Cheese Stick,15000,Bonafid,Gita,General Trade,7.250445,112.768845,0
TR72546,237,2022-07-04,P5,4200,5,21000,8,35,1,Married,8.14,Thai Tea,4200,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,2
TR74803,47,2022-07-04,P9,10000,1,10000,7,35,1,Married,9.56,Yoghurt,10000,Buana Indah,Buana,General Trade,3.316694,114.590111,2
TR79007,140,2022-07-04,P5,4200,3,12600,3,54,0,Married,9.57,Thai Tea,4200,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR16451,343,2022-07-05,P8,16000,3,48000,2,29,0,Married,2.26,Oat,16000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,0
TR19197,16,2022-07-05,P6,18000,1,18000,5,52,0,Married,11.8,Cashew,18000,Bonafid,Gita,General Trade,7.250445,112.768845,1
TR20454,266,2022-07-05,P10,15000,3,45000,6,72,1,Married,4.72,Cheese Stick,15000,Lingga,Lingga,Modern Trade,5.135399,119.42379,1
TR20792,58,2022-07-05,P5,4200,5,21000,3,27,1,Married,4.43,Thai Tea,4200,Prima Kota,Prima,Modern Trade,7.797068,110.370529,0
TR21762,5,2022-07-05,P9,10000,7,70000,1,58,1,Married,3.57,Yoghurt,10000,Prima Tendean,Prima,Modern Trade,6.2,106.816666,1
TR31724,409,2022-07-05,P10,15000,3,45000,9,47,0,Married,28.23,Cheese Stick,15000,Lingga,Lingga,Modern Trade,3.654703,128.190643,1
TR37789,10,2022-07-05,P4,12000,1,12000,6,34,1,Married,4.0,Potato Chip,12000,Lingga,Lingga,Modern Trade,5.135399,119.42379,2
TR51478,239,2022-07-05,P5,4200,2,8400,3,41,1,Married,6.55,Thai Tea,4200,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR57847,363,2022-07-05,P1,8800,10,88000,4,35,0,Married,6.05,Choco Bar,8800,Gita Ginara,Gita,General Trade,6.966667,110.416664,2
TR69229,46,2022-07-05,P8,16000,2,32000,4,36,1,Married,8.31,Oat,16000,Gita Ginara,Gita,General Trade,6.966667,110.416664,2
TR74692,89,2022-07-05,P10,15000,2,30000,9,32,0,Married,9.68,Cheese Stick,15000,Lingga,Lingga,Modern Trade,3.654703,128.190643,2
TR78634,198,2022-07-05,P5,4200,2,8400,1,45,0,Married,10.69,Thai Tea,4200,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR92181,342,2022-07-05,P2,3200,3,9600,14,48,1,Married,13.55,Ginger Candy ,3200,Priangan,Priangan,Modern Trade,5.45,105.26667,1
TR93280,287,2022-07-05,P3,7500,3,22500,7,36,0,Single,3.7,Crackers,7500,Buana Indah,Buana,General Trade,3.316694,114.590111,2
TR13781,54,2022-07-06,P3,7500,6,45000,1,42,0,Single,9.68,Crackers,7500,Prima Tendean,Prima,Modern Trade,6.2,106.816666,2
TR18051,27,2022-07-06,P8,16000,2,32000,5,43,0,Married,17.42,Oat,16000,Bonafid,Gita,General Trade,7.250445,112.768845,2
TR18373,444,2022-07-06,P4,12000,2,24000,3,53,0,Married,15.31,Potato Chip,12000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,1
TR27786,422,2022-07-06,P7,9400,4,37600,1,21,1,Single,3.88,Coffee Candy,9400,Prima Tendean,Prima,Modern Trade,6.2,106.816666,0
TR32727,223,2022-07-06,P8,16000,3,48000,6,62,1,Single,5.35,Oat,16000,Lingga,Lingga,Modern Trade,5.135399,119.42379,1
TR35138,276,2022-07-06,P1,8800,10,88000,9,31,1,Married,8.96,Choco Bar,8800,Lingga,Lingga,Modern Trade,3.654703,128.190643,2
TR5562,141,2022-07-06,P5,4200,3,12600,7,65,1,Married,9.94,Thai Tea,4200,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR57283,2,2022-07-06,P5,4200,3,12600,5,60,1,Married,6.23,Thai Tea,4200,Bonafid,Gita,General Trade,7.250445,112.768845,1
TR6695,220,2022-07-06,P9,10000,3,30000,8,45,0,Married,16.35,Yoghurt,10000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,1
TR77916,229,2022-07-06,P3,7500,5,37500,14,32,0,Married,10.17,Crackers,7500,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR87271,237,2022-07-06,P9,10000,2,20000,2,35,1,Married,8.14,Yoghurt,10000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR87345,4,2022-07-06,P5,4200,3,12600,3,31,1,Married,4.87,Thai Tea,4200,Prima Kota,Prima,Modern Trade,7.797068,110.370529,0
TR97169,158,2022-07-06,P5,4200,2,8400,14,49,1,Married,5.6,Thai Tea,4200,Priangan,Priangan,Modern Trade,5.45,105.26667,1
TR2430,189,2022-07-07,P4,12000,4,48000,7,59,1,Single,5.15,Potato Chip,12000,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR26517,133,2022-07-07,P10,15000,4,60000,4,47,1,Married,20.81,Cheese Stick,15000,Gita Ginara,Gita,General Trade,6.966667,110.416664,1
TR27651,15,2022-07-07,P6,18000,3,54000,2,30,0,Married,4.52,Cashew,18000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,0
TR28097,355,2022-07-07,P5,4200,5,21000,10,19,1,Single,0.0,Thai Tea,4200,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,0
TR30435,95,2022-07-07,P8,16000,2,32000,7,52,0,Married,17.42,Oat,16000,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR36777,305,2022-07-07,P5,4200,4,16800,12,29,1,Married,4.08,Thai Tea,4200,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,0
TR37642,3,2022-07-07,P7,9400,4,37600,2,32,1,Married,9.17,Coffee Candy,9400,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR40524,84,2022-07-07,P10,15000,3,45000,2,54,0,Married,18.12,Cheese Stick,15000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,1
TR42912,77,2022-07-07,P9,10000,6,60000,9,26,0,Married,4.67,Yoghurt,10000,Lingga,Lingga,Modern Trade,3.654703,128.190643,0
TR457,246,2022-07-07,P8,16000,1,16000,7,40,1,Single,21.81,Oat,16000,Buana Indah,Buana,General Trade,3.316694,114.590111,2
TR51719,50,2022-07-07,P8,16000,3,48000,6,31,1,Married,6.01,Oat,16000,Lingga,Lingga,Modern Trade,5.135399,119.42379,0
TR56456,53,2022-07-07,P5,4200,3,12600,2,32,0,Married,7.36,Thai Tea,4200,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR62586,251,2022-07-07,P1,8800,3,26400,10,45,1,Married,3.38,Choco Bar,8800,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,2
TR66543,97,2022-07-07,P9,10000,1,10000,10,51,1,Married,20.22,Yoghurt,10000,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,1
TR82062,192,2022-07-07,P3,7500,3,22500,2,26,0,Single,4.47,Crackers,7500,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,0
TR83991,391,2022-07-07,P2,3200,3,9600,6,26,0,Married,4.98,Ginger Candy ,3200,Lingga,Lingga,Modern Trade,5.135399,119.42379,0
TR84427,110,2022-07-07,P7,9400,3,28200,13,19,0,Married,2.41,Coffee Candy,9400,Buana,Buana,General Trade,1.26916,116.825264,0
TR91305,17,2022-07-07,P7,9400,6,56400,3,35,0,Married,3.14,Coffee Candy,9400,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR96589,133,2022-07-07,P7,9400,6,56400,2,47,1,Married,20.81,Coffee Candy,9400,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,1
TR19851,3,2022-07-08,P4,12000,3,36000,3,32,1,Married,9.17,Potato Chip,12000,Prima Kota,Prima,Modern Trade,7.797068,110.370529,2
TR35585,214,2022-07-08,P7,9400,4,37600,7,52,0,Married,13.14,Coffee Candy,9400,Buana Indah,Buana,General Trade,3.316694,114.590111,1
TR38669,166,2022-07-08,P4,12000,5,60000,2,33,0,Married,3.33,Potato Chip,12000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR42976,315,2022-07-08,P2,3200,3,9600,12,29,1,Married,4.18,Ginger Candy ,3200,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,0
TR4386,54,2022-07-08,P10,15000,1,15000,2,42,0,Single,9.68,Cheese Stick,15000,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,2
TR46056,247,2022-07-08,P6,18000,2,36000,8,33,1,Married,8.11,Cashew,18000,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,2
TR6198,233,2022-07-08,P7,9400,4,37600,14,43,1,Married,5.69,Coffee Candy,9400,Priangan,Priangan,Modern Trade,5.45,105.26667,2
TR64486,258,2022-07-08,P3,7500,1,7500,6,51,0,Married,12.57,Crackers,7500,Lingga,Lingga,Modern Trade,5.135399,119.42379,1
TR65593,395,2022-07-08,P5,4200,5,21000,4,28,0,Married,3.39,Thai Tea,4200,Gita Ginara,Gita,General Trade,6.966667,110.416664,0
TR71106,218,2022-07-08,P2,3200,6,19200,2,29,0,Married,3.52,Ginger Candy ,3200,Prima Kelapa Dua,Prima,Modern Trade,6.914864,107.608238,0
TR86702,388,2022-07-08,P2,3200,6,19200,12,44,1,Married,16.12,Ginger Candy ,3200,Prestasi Utama,Prestasi,General Trade,2.990934,104.756554,2
